Timestamp,TP9,AF7,AF8,TP10,RightAUX

1732199471.684308,-157.2265625,170.41015625,149.90234375,153.80859375,0.0
1732199471.6882136,-158.69140625,148.92578125,-80.56640625,93.75,0.0
1732199471.6921191,-140.13671875,173.33984375,34.1796875,150.390625,0.0
1732199471.6960247,-142.578125,204.1015625,294.43359375,247.55859375,0.0
1732199471.6999302,-168.9453125,207.03125,318.359375,246.58203125,0.0
1732199471.7038357,-165.52734375,144.04296875,-83.49609375,175.29296875,0.0
1732199471.7077413,-96.19140625,150.87890625,-175.29296875,94.23828125,0.0
1732199471.7116468,-68.84765625,232.421875,282.71484375,121.58203125,0.0
1732199471.7155523,-89.35546875,226.07421875,357.421875,215.8203125,0.0
1732199471.7194579,-149.4140625,185.546875,202.63671875,201.66015625,0.0
1732199471.7233634,-159.66796875,183.59375,210.44921875,132.8125,0.0
1732199471.727269,-136.23046875,175.78125,282.2265625,54.19921875,0.0
1732199471.731186,-91.30859375,138.18359375,211.42578125,84.47265625,0.0
1732199471.7350914,-57.6171875,145.5078125,185.546875,211.9140625,0.0
1732199471.738997,-43.45703125,165.52734375,253.41796875,212.890625,0.0
1732199471.7429025,-39.0625,149.4140625,190.91796875,129.8828125,0.0
1732199471.746808,-31.25,131.34765625,56.15234375,75.1953125,0.0
1732199471.7507136,-63.4765625,118.65234375,-47.36328125,48.33984375,0.0
1732199471.7546191,-112.3046875,136.71875,38.57421875,110.3515625,0.0
1732199471.7585247,-128.90625,172.8515625,267.578125,118.65234375,0.0
1732199471.7624302,-148.92578125,172.36328125,285.64453125,20.01953125,0.0
1732199471.7663357,-128.90625,158.203125,0.48828125,-54.19921875,0.0
1732199471.7702413,-92.28515625,230.95703125,129.8828125,-56.15234375,0.0
1732199471.7741468,-61.03515625,271.97265625,359.86328125,50.78125,0.0
1732199471.7780633,-78.61328125,245.1171875,249.51171875,105.95703125,0.0
1732199471.7819688,-143.06640625,252.44140625,197.265625,22.4609375,0.0
1732199471.7858744,-136.71875,287.109375,209.9609375,-76.171875,0.0
1732199471.78978,-117.67578125,279.296875,118.65234375,-65.4296875,0.0
1732199471.7936854,-89.84375,251.46484375,1.46484375,50.78125,0.0
1732199471.797591,-24.90234375,257.32421875,7.32421875,116.69921875,0.0
1732199471.8014965,-2.9296875,255.37109375,64.94140625,90.8203125,0.0
1732199471.805402,-5.37109375,259.765625,109.375,-10.7421875,0.0
1732199471.8093076,22.94921875,210.44921875,-131.8359375,-24.4140625,0.0
1732199471.813213,39.55078125,212.890625,-205.56640625,90.33203125,0.0
1732199471.8171186,37.109375,326.66015625,281.73828125,152.34375,0.0
1732199471.8210242,44.921875,305.6640625,272.94921875,121.58203125,0.0
1732199471.82494,-4.8828125,278.3203125,-20.01953125,-32.71484375,0.0
1732199471.8288455,-29.296875,298.828125,-91.30859375,-125.48828125,0.0
1732199471.832751,-53.22265625,310.05859375,-31.73828125,-22.94921875,0.0
1732199471.8366566,-69.3359375,317.3828125,-15.625,63.4765625,0.0
1732199471.840562,-64.94140625,309.5703125,-83.49609375,23.92578125,0.0
1732199471.8444676,-72.265625,289.55078125,-220.703125,-52.24609375,0.0
1732199471.8483732,-64.94140625,288.0859375,-295.41015625,-99.12109375,0.0
1732199471.8522787,-56.15234375,305.6640625,-277.34375,-50.29296875,0.0
1732199471.8561842,-50.78125,309.08203125,-264.16015625,59.08203125,0.0
1732199471.8600898,-98.6328125,361.328125,-14.6484375,63.4765625,0.0
1732199471.8639953,-126.953125,392.08984375,86.42578125,-9.765625,0.0
1732199471.8679008,-121.58203125,349.12109375,-164.55078125,-52.734375,0.0
1732199471.871816,-92.28515625,348.14453125,-197.265625,0.9765625,0.0
1732199471.8757215,-102.05078125,389.6484375,94.7265625,103.02734375,0.0
1732199471.879627,-108.88671875,381.8359375,242.1875,90.33203125,0.0
1732199471.8835325,-34.1796875,339.35546875,0.9765625,5.37109375,0.0
1732199471.887438,-6.8359375,333.49609375,-189.94140625,-77.63671875,0.0
1732199471.8913436,-49.8046875,358.88671875,-174.8046875,-54.6875,0.0
1732199471.8952491,-77.63671875,408.69140625,-33.203125,50.29296875,0.0
1732199471.8991547,-53.22265625,393.06640625,-76.171875,124.0234375,0.0
1732199471.9030602,13.18359375,380.37109375,-164.55078125,77.63671875,0.0
1732199471.9069657,2.44140625,461.9140625,78.125,-105.46875,0.0
1732199471.9108713,-41.9921875,448.73046875,17.578125,-129.8828125,0.0
1732199471.9147768,11.23046875,449.70703125,-27.83203125,9.27734375,0.0
1732199471.9186914,39.0625,495.60546875,203.61328125,35.15625,0.0
1732199471.922597,22.94921875,485.3515625,285.15625,-33.69140625,0.0
1732199471.9265025,24.90234375,452.1484375,52.734375,-82.51953125,0.0
1732199471.930408,67.87109375,451.66015625,-103.02734375,-52.24609375,0.0
1732199471.9343135,77.1484375,475.5859375,24.4140625,59.5703125,0.0
1732199471.938219,66.89453125,456.54296875,41.9921875,111.81640625,0.0
1732199471.9421246,65.4296875,436.5234375,-47.36328125,28.80859375,0.0
1732199471.9460301,63.96484375,392.08984375,-226.5625,-57.6171875,0.0
1732199471.9499357,63.96484375,437.01171875,-90.33203125,-40.0390625,0.0
1732199471.9538412,81.0546875,497.0703125,181.640625,66.89453125,0.0
1732199471.9577467,60.546875,452.1484375,164.55078125,104.98046875,0.0
1732199471.9616523,14.16015625,437.01171875,63.96484375,38.57421875,0.0
1732199471.9655662,15.13671875,457.03125,37.59765625,-67.87109375,0.0
1732199471.9694717,18.06640625,437.01171875,-69.82421875,-101.5625,0.0
1732199471.9733772,19.04296875,421.38671875,-137.6953125,34.1796875,0.0
1732199471.9772828,4.8828125,462.40234375,87.890625,149.4140625,0.0
1732199471.9811885,-19.53125,464.84375,237.79296875,83.984375,0.0
1732199471.985094,-22.94921875,412.59765625,21.484375,-25.390625,0.0
1732199471.9889996,-48.33984375,363.76953125,-257.32421875,-43.9453125,0.0
1732199471.9929051,-70.80078125,381.8359375,-173.33984375,14.6484375,0.0
1732199471.9968107,-60.546875,479.4921875,288.0859375,61.03515625,0.0
1732199472.0007162,-99.609375,459.9609375,323.2421875,28.80859375,0.0
1732199472.0046217,-134.765625,407.2265625,91.30859375,-74.70703125,0.0
1732199472.0085273,-118.65234375,404.78515625,20.99609375,-134.27734375,0.0
1732199472.0124407,-84.9609375,429.6875,144.53125,-59.5703125,0.0
1732199472.0163462,-43.45703125,419.921875,272.4609375,63.4765625,0.0
1732199472.0202518,-84.47265625,401.3671875,264.6484375,41.9921875,0.0
1732199472.0241573,-126.953125,406.25,237.79296875,-82.51953125,0.0
1732199472.0280628,-100.5859375,397.94921875,69.82421875,-138.18359375,0.0
1732199472.0319684,-64.453125,410.64453125,-8.7890625,-92.28515625,0.0
1732199472.035874,-80.078125,384.765625,-103.515625,30.2734375,0.0
1732199472.0397794,-145.99609375,423.33984375,55.6640625,53.22265625,0.0
1732199472.043685,-147.94921875,486.328125,350.09765625,-64.453125,0.0
1732199472.0475907,-137.20703125,428.7109375,106.4453125,-140.13671875,0.0
1732199472.0514963,-119.62890625,405.2734375,-57.12890625,-80.56640625,0.0
1732199472.0554018,-94.23828125,478.02734375,244.140625,45.8984375,0.0
1732199472.0593145,-109.375,483.3984375,383.30078125,66.40625,0.0
1732199472.06322,-101.5625,417.48046875,165.52734375,-42.96875,0.0
1732199472.0671256,-18.5546875,414.55078125,27.83203125,-127.9296875,0.0
1732199472.071031,23.92578125,460.44921875,197.265625,-69.82421875,0.0
1732199472.0749366,-18.06640625,468.75,360.3515625,49.31640625,0.0
1732199472.0788422,-37.109375,384.27734375,189.453125,55.17578125,0.0
1732199472.0827477,-25.390625,366.2109375,40.52734375,-38.57421875,0.0
1732199472.0866532,-15.625,474.609375,284.66796875,-145.99609375,0.0
1732199472.0905588,34.66796875,510.7421875,363.28125,-131.34765625,0.0
1732199472.0944643,53.7109375,493.1640625,338.37890625,14.16015625,0.0
1732199472.0983698,-31.25,531.73828125,386.71875,45.8984375,0.0
1732199472.1022754,-88.37890625,558.10546875,392.578125,-79.58984375,0.0
1732199472.1061926,-73.2421875,515.13671875,336.42578125,-136.23046875,0.0
1732199472.1100981,-89.35546875,507.8125,326.171875,-150.390625,0.0
1732199472.1140037,-55.6640625,547.36328125,363.28125,-65.4296875,0.0
1732199472.1179092,-16.11328125,576.66015625,389.16015625,42.96875,0.0
1732199472.1218147,-53.22265625,590.8203125,357.421875,-32.71484375,0.0
1732199472.1257203,-113.28125,582.03125,220.703125,-176.26953125,0.0
1732199472.1296258,-122.0703125,616.2109375,219.7265625,-164.55078125,0.0
1732199472.1335313,-88.37890625,671.875,341.30859375,63.96484375,0.0
